pair,signal,conf,entry,sl,tp,outcome,pnl_r,time
SOLUSDT,LONG,70,140.89,134.9914,158.5857,LOSS,-1.0,2025-11-15 12:00:00
SOLUSDT,SHORT,100,139.61,141.9236,132.6693,LOSS,-1.0,2025-11-15 23:00:00
SOLUSDT,SHORT,70,142.93,145.3632,135.6304,WIN,3.0,2025-11-16 10:00:00
SOLUSDT,SHORT,100,139.17,142.08,130.44,LOSS,-1.0,2025-11-17 00:00:00
SOLUSDT,LONG,70,141.9,139.9164,147.8507,LOSS,-1.0,2025-11-17 11:00:00
SOLUSDT,SHORT,70,136.92,144.4771,114.2486,LOSS,-1.0,2025-11-18 07:00:00
SOLUSDT,SHORT,70,141.46,143.5818,135.0946,WIN,3.0,2025-11-18 18:00:00
SOLUSDT,LONG,70,138.0,136.2646,143.2061,LOSS,-1.0,2025-11-19 05:00:00
SOLUSDT,SHORT,70,137.06,138.9079,131.5164,LOSS,-1.0,2025-11-19 23:00:00
SOLUSDT,SHORT,100,142.26,143.8454,137.5039,WIN,3.0,2025-11-20 10:00:00
SOLUSDT,SHORT,100,136.45,139.0968,128.5096,WIN,3.0,2025-11-20 22:00:00
SOLUSDT,SHORT,70,127.21,130.9729,115.9214,LOSS,-1.0,2025-11-21 13:00:00
SOLUSDT,SHORT,70,128.46,131.1121,120.5036,LOSS,-1.0,2025-11-22 00:00:00
SOLUSDT,SHORT,100,126.68,130.5286,115.1343,LOSS,-1.0,2025-11-22 11:00:00
SOLUSDT,SHORT,70,128.25,130.7229,120.8314,LOSS,-1.0,2025-11-22 22:00:00
SOLUSDT,SHORT,70,130.09,132.6204,122.4989,LOSS,-1.0,2025-11-23 09:00:00
SOLUSDT,LONG,70,131.49,129.9607,136.0779,LOSS,-1.0,2025-11-24 01:00:00
SOLUSDT,LONG,100,129.53,127.1475,136.6775,WIN,3.0,2025-11-24 12:00:00
SOLUSDT,SHORT,100,136.07,137.7829,130.9314,LOSS,-1.0,2025-11-25 16:00:00
SOLUSDT,SHORT,70,138.15,139.8493,133.0521,LOSS,-1.0,2025-11-26 03:00:00
SOLUSDT,LONG,100,136.32,135.5643,138.5871,WIN,3.0,2025-11-26 14:00:00
SOLUSDT,SHORT,70,141.13,142.9354,135.7139,LOSS,-1.0,2025-11-27 12:00:00
SOLUSDT,SHORT,70,139.05,141.2318,132.5046,LOSS,-1.0,2025-11-28 01:00:00
SOLUSDT,SHORT,70,142.51,144.8379,135.5264,LOSS,-1.0,2025-11-28 13:00:00
SOLUSDT,SHORT,70,136.67,137.9675,132.7775,LOSS,-1.0,2025-11-29 09:00:00
SOLUSDT,SHORT,100,136.53,138.0014,132.1157,LOSS,-1.0,2025-11-30 07:00:00
SOLUSDT,SHORT,100,137.63,138.4025,135.3125,WIN,3.0,2025-11-30 19:00:00
SOLUSDT,SHORT,100,127.42,130.1614,119.1957,LOSS,-1.0,2025-12-01 07:00:00
SOLUSDT,LONG,70,126.1,125.0218,129.3346,WIN,3.0,2025-12-01 21:00:00
SOLUSDT,LONG,70,126.17,125.1204,129.3189,WIN,3.0,2025-12-02 08:00:00
SOLUSDT,SHORT,100,138.87,140.9593,132.6021,LOSS,-1.0,2025-12-03 01:00:00
SOLUSDT,SHORT,70,143.91,145.2039,140.0282,WIN,3.0,2025-12-04 09:00:00
SOLUSDT,LONG,70,138.72,136.9482,144.0354,LOSS,-1.0,2025-12-04 21:00:00
SOLUSDT,LONG,70,138.19,137.0693,141.5521,LOSS,-1.0,2025-12-05 08:00:00
SOLUSDT,SHORT,100,133.07,134.7764,127.9507,LOSS,-1.0,2025-12-06 05:00:00
SOLUSDT,SHORT,100,133.09,134.5232,128.7904,WIN,3.0,2025-12-06 16:00:00
SOLUSDT,LONG,70,133.5,131.5639,139.3082,LOSS,-1.0,2025-12-07 03:00:00
SOLUSDT,SHORT,100,132.03,133.7129,126.9814,LOSS,-1.0,2025-12-07 15:00:00
SOLUSDT,SHORT,70,135.73,137.2679,131.1164,LOSS,-1.0,2025-12-08 06:00:00
SOLUSDT,SHORT,70,135.83,137.1007,132.0179,WIN,3.0,2025-12-08 17:00:00
SOLUSDT,LONG,70,132.65,130.7696,138.2911,WIN,3.0,2025-12-09 04:00:00
SOLUSDT,SHORT,70,138.78,140.4889,133.6532,LOSS,-1.0,2025-12-09 22:00:00
SOLUSDT,SHORT,70,138.97,140.1721,135.3636,LOSS,-1.0,2025-12-10 09:00:00
SOLUSDT,LONG,70,138.34,136.2264,144.6807,LOSS,-1.0,2025-12-10 20:00:00
SOLUSDT,SHORT,100,136.1,138.6218,128.5346,LOSS,-1.0,2025-12-11 20:00:00
SOLUSDT,SHORT,100,138.35,140.8021,130.9936,WIN,3.0,2025-12-12 10:00:00
SOLUSDT,LONG,70,133.96,133.2875,135.9775,LOSS,-1.0,2025-12-13 10:00:00
SOLUSDT,SHORT,70,132.85,134.0775,129.1675,WIN,3.0,2025-12-13 22:00:00
SOLUSDT,SHORT,70,130.67,132.085,126.425,LOSS,-1.0,2025-12-14 15:00:00
SOLUSDT,SHORT,100,131.53,132.2686,129.3143,LOSS,-1.0,2025-12-15 02:00:00
SOLUSDT,SHORT,100,132.66,133.9261,128.8618,LOSS,-1.0,2025-12-15 13:00:00
SOLUSDT,LONG,70,128.46,127.2404,132.1189,LOSS,-1.0,2025-12-16 10:00:00
SOLUSDT,LONG,70,129.29,127.4196,134.9011,LOSS,-1.0,2025-12-17 02:00:00
SOLUSDT,LONG,70,129.22,127.7171,133.7286,LOSS,-1.0,2025-12-17 13:00:00
SOLUSDT,LONG,70,126.39,125.7554,128.2939,LOSS,-1.0,2025-12-18 13:00:00
SOLUSDT,LONG,70,125.36,123.6571,130.4686,LOSS,-1.0,2025-12-19 11:00:00
SOLUSDT,SHORT,70,126.87,133.4525,107.1225,LOSS,-1.0,2025-12-19 22:00:00
SOLUSDT,LONG,70,126.27,123.275,135.255,LOSS,-1.0,2025-12-20 09:00:00
SOLUSDT,LONG,70,126.45,123.3618,135.7146,LOSS,-1.0,2025-12-20 20:00:00
SOLUSDT,LONG,70,125.57,125.2479,126.5364,WIN,3.0,2025-12-21 08:00:00
SOLUSDT,LONG,70,125.67,125.0232,127.6104,LOSS,-1.0,2025-12-21 19:00:00
SOLUSDT,LONG,100,125.74,124.6429,129.0314,LOSS,-1.0,2025-12-22 06:00:00
SOLUSDT,LONG,70,126.91,126.1029,129.3314,LOSS,-1.0,2025-12-22 17:00:00
SOLUSDT,LONG,100,125.43,123.9121,129.9836,LOSS,-1.0,2025-12-23 04:00:00
SOLUSDT,LONG,70,124.62,123.6736,127.4593,LOSS,-1.0,2025-12-23 16:00:00
SOLUSDT,SHORT,70,121.47,123.4479,115.5364,LOSS,-1.0,2025-12-24 05:00:00
SOLUSDT,LONG,70,122.71,121.6968,125.7496,LOSS,-1.0,2025-12-24 16:00:00
SOLUSDT,LONG,70,122.7,122.1718,124.2846,LOSS,-1.0,2025-12-25 03:00:00
SOLUSDT,LONG,70,122.12,121.8143,123.0371,WIN,3.0,2025-12-25 14:00:00
SOLUSDT,LONG,100,123.47,121.9461,128.0418,LOSS,-1.0,2025-12-26 02:00:00
SOLUSDT,LONG,100,122.24,121.4514,124.6057,LOSS,-1.0,2025-12-26 14:00:00
SOLUSDT,LONG,100,122.31,121.6221,124.3736,WIN,3.0,2025-12-27 01:00:00
SOLUSDT,LONG,100,122.89,122.0232,125.4904,LOSS,-1.0,2025-12-27 12:00:00
SOLUSDT,LONG,100,123.78,122.6786,127.0843,WIN,3.0,2025-12-28 05:00:00
SOLUSDT,LONG,70,124.3,123.375,127.075,LOSS,-1.0,2025-12-28 16:00:00
SOLUSDT,LONG,70,123.71,122.2207,128.1779,LOSS,-1.0,2025-12-29 12:00:00
SOLUSDT,LONG,70,123.28,122.4993,125.6221,WIN,3.0,2025-12-29 23:00:00
SOLUSDT,LONG,100,124.58,123.6693,127.3121,LOSS,-1.0,2025-12-30 10:00:00
SOLUSDT,LONG,100,123.99,123.4379,125.6464,WIN,3.0,2025-12-30 21:00:00
SOLUSDT,LONG,70,126.4,125.0943,130.3171,LOSS,-1.0,2025-12-31 10:00:00
SOLUSDT,LONG,100,124.46,122.7504,129.5889,LOSS,-1.0,2025-12-31 21:00:00
SOLUSDT,LONG,100,124.68,123.7861,127.3618,WIN,3.0,2026-01-01 08:00:00
SOLUSDT,SHORT,70,125.76,126.7961,122.6518,LOSS,-1.0,2026-01-01 19:00:00
SOLUSDT,LONG,100,127.32,125.635,132.375,WIN,3.0,2026-01-02 06:00:00
SOLUSDT,LONG,70,132.29,130.1032,138.8504,LOSS,-1.0,2026-01-02 23:00:00
SOLUSDT,LONG,100,130.96,130.3325,132.8425,WIN,3.0,2026-01-03 10:00:00
SOLUSDT,LONG,70,134.96,133.8129,138.4014,LOSS,-1.0,2026-01-04 14:00:00
SOLUSDT,LONG,100,135.07,133.5982,139.4854,LOSS,-1.0,2026-01-05 05:00:00
SOLUSDT,LONG,100,135.4,132.625,143.725,LOSS,-1.0,2026-01-05 16:00:00
SOLUSDT,SHORT,70,138.38,139.9257,133.7429,LOSS,-1.0,2026-01-06 03:00:00
SOLUSDT,LONG,100,138.92,138.0493,141.5321,LOSS,-1.0,2026-01-06 16:00:00
SOLUSDT,LONG,100,139.58,137.8021,144.9136,LOSS,-1.0,2026-01-07 03:00:00
SOLUSDT,LONG,70,138.02,136.7196,141.9211,LOSS,-1.0,2026-01-07 14:00:00
SOLUSDT,LONG,70,137.93,136.6793,141.6821,LOSS,-1.0,2026-01-08 02:00:00
SOLUSDT,SHORT,100,136.41,139.1393,128.2221,LOSS,-1.0,2026-01-08 15:00:00
SOLUSDT,LONG,100,138.98,137.3564,143.8507,LOSS,-1.0,2026-01-09 02:00:00
SOLUSDT,LONG,100,138.64,136.5064,145.0407,LOSS,-1.0,2026-01-09 13:00:00
SOLUSDT,LONG,70,135.9,134.1618,141.1146,LOSS,-1.0,2026-01-10 00:00:00
SOLUSDT,LONG,100,136.58,136.185,137.765,LOSS,-1.0,2026-01-10 11:00:00
SOLUSDT,LONG,70,135.56,134.7371,138.0286,WIN,3.0,2026-01-10 22:00:00
SOLUSDT,LONG,100,136.5,135.6361,139.0918,WIN,3.0,2026-01-11 09:00:00
SOLUSDT,LONG,100,142.0,140.0275,147.9175,LOSS,-1.0,2026-01-12 06:00:00
SOLUSDT,LONG,100,141.94,139.9725,147.8425,LOSS,-1.0,2026-01-12 17:00:00
SOLUSDT,SHORT,70,139.14,140.2057,135.9429,LOSS,-1.0,2026-01-13 04:00:00
SOLUSDT,SHORT,70,143.51,145.0021,139.0336,LOSS,-1.0,2026-01-13 15:00:00
SOLUSDT,SHORT,70,144.86,147.1829,137.8914,LOSS,-1.0,2026-01-14 07:00:00
SOLUSDT,SHORT,70,146.35,147.055,144.235,LOSS,-1.0,2026-01-14 18:00:00
SOLUSDT,LONG,100,144.6,143.3475,148.3575,LOSS,-1.0,2026-01-15 05:00:00
SOLUSDT,SHORT,100,142.41,144.6518,135.6846,LOSS,-1.0,2026-01-15 22:00:00
SOLUSDT,SHORT,70,143.06,144.4493,138.8921,LOSS,-1.0,2026-01-16 09:00:00
SOLUSDT,SHORT,100,144.95,145.9368,141.9896,LOSS,-1.0,2026-01-16 20:00:00
SOLUSDT,SHORT,100,143.64,144.3757,141.4329,LOSS,-1.0,2026-01-17 07:00:00
SOLUSDT,LONG,100,144.28,143.3732,147.0004,LOSS,-1.0,2026-01-17 18:00:00
SOLUSDT,LONG,70,142.84,141.0829,148.1114,LOSS,-1.0,2026-01-18 05:00:00
SOLUSDT,SHORT,100,142.36,143.2618,139.6546,WIN,3.0,2026-01-18 17:00:00
SOLUSDT,SHORT,70,133.35,134.8764,128.7707,LOSS,-1.0,2026-01-19 05:00:00
SOLUSDT,LONG,70,134.29,133.2418,137.4346,LOSS,-1.0,2026-01-19 17:00:00
SOLUSDT,SHORT,100,133.39,134.6232,129.6904,WIN,3.0,2026-01-20 04:00:00
SOLUSDT,SHORT,70,127.82,130.4014,120.0757,LOSS,-1.0,2026-01-20 20:00:00
SOLUSDT,SHORT,70,127.62,130.3107,119.5479,LOSS,-1.0,2026-01-21 07:00:00
SOLUSDT,LONG,100,127.62,126.2568,131.7096,WIN,3.0,2026-01-21 18:00:00
SOLUSDT,SHORT,100,129.37,130.1425,127.0525,WIN,3.0,2026-01-22 13:00:00
SOLUSDT,LONG,100,128.35,126.1464,134.9607,LOSS,-1.0,2026-01-23 00:00:00
SOLUSDT,LONG,70,127.54,126.4425,130.8325,LOSS,-1.0,2026-01-23 11:00:00
SOLUSDT,LONG,70,127.68,126.3314,131.7257,LOSS,-1.0,2026-01-23 22:00:00
SOLUSDT,SHORT,100,127.09,128.0321,124.2636,LOSS,-1.0,2026-01-24 09:00:00
SOLUSDT,LONG,70,127.29,126.7429,128.9314,LOSS,-1.0,2026-01-24 20:00:00
SOLUSDT,SHORT,70,126.47,127.1864,124.3207,LOSS,-1.0,2026-01-25 07:00:00
SOLUSDT,SHORT,70,121.93,123.6814,116.6757,LOSS,-1.0,2026-01-26 09:00:00
SOLUSDT,SHORT,100,123.7,126.1811,116.2568,LOSS,-1.0,2026-01-26 20:00:00
SOLUSDT,LONG,70,124.52,122.9964,129.0907,LOSS,-1.0,2026-01-27 07:00:00
SOLUSDT,SHORT,70,125.13,126.4121,121.2836,WIN,3.0,2026-01-29 00:00:00
SOLUSDT,SHORT,100,116.84,119.7318,108.1646,LOSS,-1.0,2026-01-29 19:00:00
SOLUSDT,SHORT,100,115.78,116.7032,113.0104,LOSS,-1.0,2026-01-30 07:00:00
SOLUSDT,SHORT,70,118.1,119.8621,112.8136,WIN,3.0,2026-01-30 18:00:00
SOLUSDT,LONG,70,117.37,115.9596,121.6011,LOSS,-1.0,2026-01-31 07:00:00
SOLUSDT,SHORT,70,102.28,105.4175,92.8675,LOSS,-1.0,2026-02-02 00:00:00
SOLUSDT,SHORT,70,102.78,105.5525,94.4625,LOSS,-1.0,2026-02-02 11:00:00
SOLUSDT,LONG,100,104.55,102.7,110.1,LOSS,-1.0,2026-02-02 23:00:00
SOLUSDT,LONG,100,102.9,101.7539,106.3382,LOSS,-1.0,2026-02-03 10:00:00
SOLUSDT,SHORT,70,100.2,103.7686,89.4943,WIN,3.0,2026-02-03 21:00:00
SOLUSDT,SHORT,70,97.73,100.5943,89.1371,LOSS,-1.0,2026-02-04 08:00:00
SOLUSDT,SHORT,70,92.12,95.8382,80.9654,WIN,3.0,2026-02-04 23:00:00
SOLUSDT,SHORT,70,79.6,82.5414,70.7757,LOSS,-1.0,2026-02-06 01:00:00
SOLUSDT,SHORT,70,81.89,84.8636,72.9693,LOSS,-1.0,2026-02-06 12:00:00
SOLUSDT,SHORT,70,88.1,90.7889,80.0332,LOSS,-1.0,2026-02-07 03:00:00
SOLUSDT,SHORT,100,87.65,89.3514,82.5457,LOSS,-1.0,2026-02-07 17:00:00
SOLUSDT,SHORT,100,87.41,89.1961,82.0518,LOSS,-1.0,2026-02-08 04:00:00
SOLUSDT,LONG,70,87.77,86.3957,91.8929,LOSS,-1.0,2026-02-08 15:00:00
SOLUSDT,SHORT,100,87.01,89.5557,79.3729,LOSS,-1.0,2026-02-09 02:00:00
SOLUSDT,SHORT,100,87.79,89.4854,82.7039,LOSS,-1.0,2026-02-09 17:00:00
SOLUSDT,SHORT,100,86.55,88.1207,81.8379,WIN,3.0,2026-02-10 04:00:00
SOLUSDT,LONG,70,83.77,83.2154,85.4339,LOSS,-1.0,2026-02-11 01:00:00
SOLUSDT,SHORT,100,79.97,81.81,74.45,LOSS,-1.0,2026-02-12 00:00:00
SOLUSDT,SHORT,100,81.1,82.2546,77.6361,WIN,3.0,2026-02-12 12:00:00
SOLUSDT,LONG,100,78.02,76.0075,84.0575,WIN,3.0,2026-02-13 00:00:00
SOLUSDT,SHORT,70,81.33,82.6707,77.3079,LOSS,-1.0,2026-02-13 14:00:00
SOLUSDT,LONG,100,84.89,83.5293,88.9721,LOSS,-1.0,2026-02-14 02:00:00
SOLUSDT,LONG,70,87.57,86.8714,89.6657,LOSS,-1.0,2026-02-15 16:00:00
SOLUSDT,SHORT,70,85.14,85.8107,83.1279,LOSS,-1.0,2026-02-16 03:00:00
SOLUSDT,SHORT,70,85.37,87.0654,80.2839,LOSS,-1.0,2026-02-16 20:00:00
SOLUSDT,LONG,100,86.49,85.1368,90.5496,LOSS,-1.0,2026-02-17 07:00:00
SOLUSDT,SHORT,100,85.11,86.9829,79.4914,LOSS,-1.0,2026-02-17 18:00:00
SOLUSDT,LONG,100,84.9,83.4671,89.1986,LOSS,-1.0,2026-02-18 05:00:00
SOLUSDT,SHORT,70,82.36,84.3618,76.3546,LOSS,-1.0,2026-02-19 06:00:00
SOLUSDT,LONG,70,81.98,80.8889,85.2532,WIN,3.0,2026-02-19 18:00:00
SOLUSDT,SHORT,100,83.27,84.4529,79.7214,LOSS,-1.0,2026-02-20 05:00:00
SOLUSDT,SHORT,70,84.49,85.0443,82.8271,LOSS,-1.0,2026-02-20 17:00:00
SOLUSDT,LONG,100,84.4,83.9018,85.8946,WIN,3.0,2026-02-21 04:00:00
SOLUSDT,LONG,70,85.48,84.6882,87.8554,LOSS,-1.0,2026-02-21 20:00:00
SOLUSDT,LONG,100,85.24,84.7479,86.7164,LOSS,-1.0,2026-02-22 07:00:00
SOLUSDT,LONG,70,83.22,81.5075,88.3575,LOSS,-1.0,2026-02-22 18:00:00
SOLUSDT,SHORT,100,78.46,79.2168,76.1896,WIN,3.0,2026-02-24 00:00:00
SOLUSDT,SHORT,100,78.13,79.1679,75.0164,LOSS,-1.0,2026-02-24 16:00:00
SOLUSDT,LONG,100,82.19,80.4575,87.3875,WIN,3.0,2026-02-25 07:00:00
SOLUSDT,LONG,100,87.48,86.5661,90.2218,LOSS,-1.0,2026-02-26 10:00:00
SOLUSDT,LONG,100,87.63,86.6511,90.5668,LOSS,-1.0,2026-02-27 03:00:00
SOLUSDT,SHORT,100,81.65,82.5829,78.8514,WIN,3.0,2026-02-28 04:00:00
SOLUSDT,SHORT,70,87.55,88.6936,84.1193,WIN,3.0,2026-03-01 04:00:00
SOLUSDT,LONG,70,81.98,80.2061,87.3018,WIN,3.0,2026-03-01 20:00:00
SOLUSDT,LONG,70,82.95,81.7304,86.6089,WIN,3.0,2026-03-02 07:00:00
SOLUSDT,SHORT,70,87.65,89.0689,83.3932,WIN,3.0,2026-03-02 19:00:00
SOLUSDT,LONG,100,84.26,81.8386,91.5243,LOSS,-1.0,2026-03-03 08:00:00
SOLUSDT,SHORT,100,85.08,86.0575,82.1475,LOSS,-1.0,2026-03-03 19:00:00
SOLUSDT,LONG,100,85.6,84.0371,90.2886,WIN,3.0,2026-03-04 06:00:00
SOLUSDT,LONG,100,92.34,89.8171,99.9086,LOSS,-1.0,2026-03-04 21:00:00
SOLUSDT,LONG,70,91.18,90.11,94.39,LOSS,-1.0,2026-03-05 09:00:00
SOLUSDT,LONG,70,89.21,87.9921,92.8636,LOSS,-1.0,2026-03-05 20:00:00
SOLUSDT,LONG,70,88.7,88.2721,89.9836,LOSS,-1.0,2026-03-06 07:00:00
SOLUSDT,SHORT,70,83.67,84.3961,81.4918,WIN,3.0,2026-03-08 10:00:00
SOLUSDT,SHORT,100,82.25,82.7825,80.6525,WIN,3.0,2026-03-08 21:00:00
SOLUSDT,SHORT,70,83.73,84.6968,80.8296,LOSS,-1.0,2026-03-09 08:00:00
SOLUSDT,LONG,100,84.96,83.7321,88.6436,WIN,3.0,2026-03-09 23:00:00
SOLUSDT,LONG,70,86.25,85.175,89.475,LOSS,-1.0,2026-03-10 18:00:00
SOLUSDT,LONG,70,85.72,84.5379,89.2664,LOSS,-1.0,2026-03-11 05:00:00
SOLUSDT,LONG,70,86.44,85.1686,90.2543,LOSS,-1.0,2026-03-11 16:00:00
SOLUSDT,LONG,70,85.01,84.5236,86.4693,WIN,3.0,2026-03-12 03:00:00
SOLUSDT,LONG,70,85.54,83.9236,90.3893,WIN,3.0,2026-03-12 14:00:00
SOLUSDT,SHORT,100,88.08,88.9689,85.4132,LOSS,-1.0,2026-03-14 05:00:00
SOLUSDT,LONG,100,87.07,86.2657,89.4829,LOSS,-1.0,2026-03-14 16:00:00
SOLUSDT,SHORT,70,88.32,88.8521,86.7236,LOSS,-1.0,2026-03-15 04:00:00
SOLUSDT,SHORT,70,87.55,88.2529,85.4414,LOSS,-1.0,2026-03-15 16:00:00
SOLUSDT,LONG,100,93.82,92.6325,97.3825,LOSS,-1.0,2026-03-17 15:00:00
SOLUSDT,LONG,70,95.05,93.855,98.635,LOSS,-1.0,2026-03-18 03:00:00
SOLUSDT,SHORT,100,89.76,91.8282,83.5554,LOSS,-1.0,2026-03-19 05:00:00
SOLUSDT,LONG,70,89.41,87.8975,93.9475,LOSS,-1.0,2026-03-20 00:00:00
SOLUSDT,LONG,70,88.82,87.9864,91.3207,LOSS,-1.0,2026-03-20 13:00:00
SOLUSDT,SHORT,100,89.67,90.3539,87.6182,WIN,3.0,2026-03-21 14:00:00
SOLUSDT,LONG,70,88.16,87.7964,89.2507,LOSS,-1.0,2026-03-22 02:00:00
SOLUSDT,LONG,70,87.33,85.8789,91.6832,LOSS,-1.0,2026-03-22 13:00:00
SOLUSDT,SHORT,70,88.78,89.8418,85.5946,LOSS,-1.0,2026-03-23 11:00:00
SOLUSDT,LONG,70,90.04,89.4714,91.7457,WIN,3.0,2026-03-24 20:00:00
SOLUSDT,SHORT,70,91.81,93.3929,87.0614,LOSS,-1.0,2026-03-25 07:00:00
SOLUSDT,LONG,100,91.69,90.5236,95.1893,LOSS,-1.0,2026-03-25 18:00:00
SOLUSDT,SHORT,100,86.42,87.3086,83.7543,WIN,3.0,2026-03-27 03:00:00
SOLUSDT,SHORT,70,82.81,84.5314,77.6457,LOSS,-1.0,2026-03-27 19:00:00
SOLUSDT,SHORT,70,83.62,84.2825,81.6325,LOSS,-1.0,2026-03-28 07:00:00
SOLUSDT,SHORT,70,83.39,84.3204,80.5989,LOSS,-1.0,2026-03-28 18:00:00
SOLUSDT,LONG,100,82.73,82.1446,84.4861,LOSS,-1.0,2026-03-29 05:00:00
SOLUSDT,SHORT,70,81.71,82.6961,78.7518,LOSS,-1.0,2026-03-29 16:00:00
SOLUSDT,SHORT,70,83.27,84.1546,80.6161,LOSS,-1.0,2026-03-30 03:00:00
SOLUSDT,LONG,100,84.39,83.1525,88.1025,LOSS,-1.0,2026-03-30 14:00:00
SOLUSDT,LONG,70,83.85,83.0861,86.1418,LOSS,-1.0,2026-03-31 01:00:00
SOLUSDT,LONG,70,82.37,81.3743,85.3571,WIN,3.0,2026-03-31 17:00:00
SOLUSDT,SHORT,70,83.62,84.0232,82.4104,WIN,3.0,2026-04-01 08:00:00
SOLUSDT,SHORT,70,83.82,85.2379,79.5664,WIN,3.0,2026-04-01 19:00:00
SOLUSDT,SHORT,100,79.07,79.8464,76.7407,LOSS,-1.0,2026-04-02 14:00:00
SOLUSDT,SHORT,100,79.17,79.8,77.28,LOSS,-1.0,2026-04-03 01:00:00
SOLUSDT,SHORT,100,79.34,79.6839,78.3082,LOSS,-1.0,2026-04-03 12:00:00
SOLUSDT,SHORT,100,80.4,80.9668,78.6996,LOSS,-1.0,2026-04-03 23:00:00
SOLUSDT,SHORT,70,80.24,80.8311,78.4668,LOSS,-1.0,2026-04-04 10:00:00
SOLUSDT,LONG,100,81.0,80.3989,82.8032,LOSS,-1.0,2026-04-04 22:00:00
SOLUSDT,SHORT,70,79.9,80.7025,77.4925,LOSS,-1.0,2026-04-05 11:00:00
SOLUSDT,SHORT,100,80.58,80.97,79.41,LOSS,-1.0,2026-04-05 22:00:00
SOLUSDT,SHORT,70,82.3,83.2836,79.3493,WIN,3.0,2026-04-06 12:00:00
SOLUSDT,LONG,70,80.03,79.0779,82.8864,LOSS,-1.0,2026-04-06 23:00:00
SOLUSDT,LONG,70,79.37,78.9975,80.4875,LOSS,-1.0,2026-04-07 10:00:00
SOLUSDT,SHORT,100,84.86,87.5307,76.8479,LOSS,-1.0,2026-04-08 08:00:00
SOLUSDT,LONG,70,82.18,81.5264,84.1407,LOSS,-1.0,2026-04-09 06:00:00
SOLUSDT,SHORT,100,84.65,85.0564,83.4307,WIN,3.0,2026-04-09 17:00:00
SOLUSDT,SHORT,100,83.36,84.0986,81.1443,LOSS,-1.0,2026-04-10 04:00:00
SOLUSDT,SHORT,70,84.24,85.0554,81.7939,LOSS,-1.0,2026-04-10 15:00:00
SOLUSDT,SHORT,70,84.4,85.0175,82.5475,LOSS,-1.0,2026-04-11 03:00:00
SOLUSDT,SHORT,70,84.38,84.9346,82.7161,LOSS,-1.0,2026-04-11 14:00:00
SOLUSDT,SHORT,70,82.04,82.6404,80.2389,LOSS,-1.0,2026-04-12 10:00:00
SOLUSDT,LONG,100,81.98,81.6329,83.0214,LOSS,-1.0,2026-04-12 22:00:00
SOLUSDT,LONG,70,81.86,80.9536,84.5793,WIN,3.0,2026-04-13 09:00:00
SOLUSDT,LONG,100,83.93,82.5939,87.9382,LOSS,-1.0,2026-04-13 20:00:00
SOLUSDT,LONG,100,86.02,85.2825,88.2325,LOSS,-1.0,2026-04-14 14:00:00
SOLUSDT,LONG,100,83.91,82.5707,87.9279,LOSS,-1.0,2026-04-15 01:00:00
SOLUSDT,LONG,70,83.72,82.7386,86.6643,LOSS,-1.0,2026-04-15 12:00:00
SOLUSDT,SHORT,70,84.9,85.8186,82.1443,LOSS,-1.0,2026-04-15 23:00:00
SOLUSDT,LONG,70,85.04,84.1682,87.6554,LOSS,-1.0,2026-04-16 10:00:00
SOLUSDT,LONG,100,88.12,86.95,91.63,LOSS,-1.0,2026-04-17 07:00:00
SOLUSDT,LONG,100,89.0,86.8393,95.4821,LOSS,-1.0,2026-04-17 20:00:00
SOLUSDT,LONG,100,88.45,87.07,92.59,LOSS,-1.0,2026-04-18 07:00:00
SOLUSDT,SHORT,100,85.86,87.4879,80.9764,LOSS,-1.0,2026-04-19 16:00:00
SOLUSDT,LONG,70,83.87,82.9661,86.5818,LOSS,-1.0,2026-04-20 05:00:00
SOLUSDT,SHORT,100,85.31,85.9446,83.4061,LOSS,-1.0,2026-04-20 16:00:00
SOLUSDT,SHORT,100,85.17,85.8736,83.0593,LOSS,-1.0,2026-04-21 03:00:00
SOLUSDT,LONG,100,85.76,84.9639,88.1482,LOSS,-1.0,2026-04-21 14:00:00
SOLUSDT,SHORT,70,86.27,86.7289,84.8932,LOSS,-1.0,2026-04-22 01:00:00
SOLUSDT,LONG,70,88.75,87.8161,91.5518,LOSS,-1.0,2026-04-22 14:00:00
SOLUSDT,LONG,70,85.79,84.6668,89.1596,LOSS,-1.0,2026-04-23 03:00:00
SOLUSDT,SHORT,100,86.06,86.4839,84.7882,LOSS,-1.0,2026-04-23 14:00:00
XRPUSDT,SHORT,100,1.3768,1.4218,1.2417,LOSS,-1.0,2021-04-28 19:00:00
XRPUSDT,SHORT,100,1.4022,1.4217,1.3437,WIN,3.0,2021-04-29 06:00:00
XRPUSDT,LONG,100,1.3528,1.326,1.4331,WIN,3.0,2021-04-29 17:00:00
XRPUSDT,LONG,70,1.535,1.4881,1.6756,LOSS,-1.0,2021-04-30 14:00:00
XRPUSDT,SHORT,70,1.5816,1.6554,1.3603,LOSS,-1.0,2021-05-01 06:00:00
XRPUSDT,LONG,100,1.5623,1.5026,1.7415,LOSS,-1.0,2021-05-01 17:00:00
XRPUSDT,LONG,100,1.5816,1.5416,1.7017,LOSS,-1.0,2021-05-02 04:00:00
XRPUSDT,LONG,70,1.5721,1.544,1.6565,LOSS,-1.0,2021-05-02 15:00:00
XRPUSDT,SHORT,100,1.5887,1.6098,1.5255,LOSS,-1.0,2021-05-03 02:00:00
